55
0,0,39,22
600,120,40,24
1200,240,40,25
1800,360,41,27
2400,480,42,28
3000,600,43,30
3600,720,43,31
4200,840,44,33
4800,960,45,34
5400,1080,45,36
6000,1200,46,37
6000,23200,47,39
6000,23200,47,40
6000,23200,48,42
6000,23200,49,43
6000,23200,50,45
6000,23200,50,46
6000,23200,51,48
6000,23200,52,49
6000,23200,52,51
6000,23200,53,52
6000,23200,54,54
6000,23200,54,55
6000,23200,55,57
6000,23200,56,58
6000,23200,57,60
6000,23200,57,61
6000,23200,58,63
6000,23200,59,64
6000,23200,59,66
6000,23200,60,67
6000,23200,61,69
6000,23200,61,70
6000,23200,62,72
6000,23200,63,73
6000,23200,64,75
6000,23200,64,76
6000,23200,65,78
6000,23200,66,79
6000,23200,66,81
6000,23200,67,82
6000,23200,68,84
5400,21830,68,85
4800,20460,69,87
4200,19090,70,88
3600,17720,71,90
3000,16350,71,91
3000,16350,72,93
3000,16350,73,94
3000,16350,73,96
3000,16350,74,97
3000,16350,75,99
3000,16350,75,100
3500,16350,76,102
4000,19600,77,103
4500,22850,78,105
5000,26100,78,106
5500,29350,79,108
6000,32600,80,109
6500,35850,80,111
7000,39100,81,112
7500,42350,82,114
8000,45600,82,115
8500,48850,83,117
9000,52100,84,118
9500,55350,85,120
10000,58600,85,121
10000,61850,86,123
10000,61850,87,124
10000,61850,87,126
10000,61850,88,127
10000,61850,89,129
10000,61850,89,130
10000,61850,90,132
10000,61850,91,133
10000,61850,92,135
10000,61850,92,136
10000,61850,93,138
10000,61850,94,139
10000,61850,94,141
10000,61850,95,142
10000,61850,96,144
10000,61850,96,145
10000,61850,97,147
10000,61850,98,148
10000,61850,99,150
10000,61850,99,151
10000,61850,100,153
10000,61850,101,154
10000,61850,101,156
10000,61850,102,157
10000,61850,103,159
10000,61850,103,160
10000,61850,104,162
10000,61850,105,163
10000,61850,106,165
10000,61850,106,166
10000,61850,107,168
10000,61850,108,169
10000,61850,108,171
10000,61850,109,172
10000,61850,110,174
10000,61850,110,175
10000,61850,111,177
10000,61850,112,178
10000,61850,113,180
10000,61850,113,181
10000,61850,114,183
9000,56680,115,184
8000,51510,115,186
7000,46340,116,187
6000,41170,117,189
5000,36000,117,190
4000,30830,118,192
3000,25660,119,193
2000,20490,119,195
1000,15320,120,196
0,10150,121,198
F

